SZ 35  (606,1260)  (584,1280)  (584,1259)  (627,1281)  (606,1240)  (628,1240)  (628,1260)  (582,1239)  (605,1301)  (583,1301)  (562,1280)  (562,1259)  (649,1281)  (649,1302)  (627,1302)  (561,1302)  (604,1219)  (626,1219)  (648,1219)  (650,1240)  (650,1260)  (560,1239)  (560,1218)  (582,1218)  (670,1205)  (605,1322)  (583,1322)  (540,1281)  (540,1260)  (671,1281)  (671,1302)  (671,1323)  (649,1323)  (627,1323)  (561,1323)  (539,1323)  (539,1302)  (672,1226)  (672,1247)  (538,1240)  (538,1219)  (692,1205)  (518,1281)  (518,1260)  (693,1268)  (693,1288)  (693,1309)  (693,1330)  (517,1336)  (517,1315)  (694,1226)  (694,1247)  (516,1240)  (516,1219)  (714,1205)  (496,1294)  (496,1273)  (715,1268)  (715,1288)  (715,1309)  (715,1330)  (495,1336)  (495,1315)  (716,1226)  (716,1247)  (494,1252)  (494,1231)  (494,1210)  (736,1205)  (474,1294)  (474,1273)  (737,1268)  (737,1288)  (737,1309)  (737,1330)  (473,1336)  (473,1315)  (738,1226)  (738,1247)  (472,1252)  (472,1231)  (472,1210)  | overflowToLeft=false
SZ 44  (787,1560)  (765,1580)  (765,1559)  (808,1581)  (787,1539)  (809,1539)  (809,1560)  (763,1538)  (786,1601)  (764,1601)  (830,1581)  (830,1601)  (808,1601)  (785,1518)  (807,1518)  (829,1518)  (831,1539)  (831,1560)  (741,1553)  (741,1532)  (763,1517)  (736,1512)  (742,1620)  (786,1621)  (764,1621)  (852,1581)  (852,1601)  (852,1622)  (830,1622)  (808,1622)  (785,1497)  (807,1497)  (853,1530)  (853,1551)  (719,1533)  (758,1496)  (714,1513)  (714,1492)  (736,1491)  (742,1640)  (786,1642)  (764,1642)  (720,1642)  (867,1643)  (845,1643)  (823,1643)  (780,1476)  (758,1475)  (705,1471)  (727,1470)  (742,1661)  (801,1663)  (779,1663)  (720,1663)  (867,1664)  (845,1664)  (823,1664)  (749,1454)  (771,1454)  (705,1450)  (727,1449)  (757,1682)  (801,1684)  (779,1684)  (735,1684)  (713,1684)  (867,1685)  (845,1685)  (823,1685)  | overflowToLeft=false
SZ 43  (598,1371)  (576,1391)  (576,1370)  (619,1392)  (620,1357)  (597,1412)  (575,1412)  (554,1391)  (554,1370)  (641,1377)  (641,1398)  (619,1413)  (553,1413)  (642,1357)  (583,1433)  (532,1392)  (532,1371)  (663,1377)  (663,1398)  (561,1434)  (539,1434)  (531,1413)  (664,1357)  (510,1392)  (510,1371)  (685,1377)  (685,1398)  (509,1415)  (686,1357)  (488,1395)  (488,1374)  (707,1377)  (707,1398)  (708,1357)  (482,1490)  (523,1492)  (729,1377)  (729,1398)  (730,1357)  (460,1493)  (456,1473)  (751,1377)  (751,1398)  (752,1357)  | overflowToLeft=false
Minsk  (2620,785)  (2598,803)  (2598,782)  (2641,806)  (2620,764)  (2642,764)  (2642,785)  | overflowToLeft=false
Naryan-Mar  (3081,75)  (3059,95)  (3059,74)  (3102,96)  (3081,54)  (3103,54)  (3103,75)  (3057,53)  (3080,116)  (3037,110)  (3037,89)  (3124,96)  (3124,117)  (3102,117)  (3079,33)  (3101,33)  (3123,33)  (3125,54)  (3125,75)  (3145,14)  (3080,136)  (3015,115)  (3015,94)  (3146,96)  (3094,12)  (3116,12)  (3147,35)  (3147,56)  (3167,1)  (2993,130)  (2993,109)  (2993,88)  (3168,77)  (3168,97)  (3169,22)  (3169,43)  (3189,1)  (2971,140)  (2971,119)  (2971,98)  (3190,64)  (3190,85)  (3190,106)  (3191,22)  (3191,43)  (3211,1)  (2949,120)  (2949,99)  (2949,78)  (3212,64)  (3212,85)  (3212,106)  (3213,22)  (3213,43)  (2929,22)  (3233,1)  (2927,110)  (2927,89)  (3234,64)  (3234,85)  (3234,106)  (3235,22)  (3235,43)  (2907,38)  (3255,1)  (2905,58)  (3256,64)  (3256,85)  (3256,106)  (3257,22)  (3257,43)  (3277,1)  (3278,64)  (3278,85)  (3278,106)  (3279,22)  (3279,43)  | overflowToLeft=false
SZ 42  (425,1591)  (403,1611)  (403,1591)  (446,1612)  (425,1571)  (447,1571)  (447,1591)  (401,1570)  (424,1632)  (402,1632)  (381,1611)  (381,1591)  (468,1612)  (468,1633)  (446,1633)  (380,1633)  (423,1550)  (445,1550)  (467,1550)  (469,1571)  (469,1591)  (379,1570)  (379,1549)  (401,1549)  (489,1531)  (424,1653)  (402,1653)  (490,1612)  (490,1633)  (490,1654)  (468,1654)  (446,1654)  (380,1654)  (423,1529)  (445,1529)  (467,1529)  (491,1552)  (491,1572)  (362,1528)  (384,1528)  (511,1515)  (424,1674)  (402,1674)  (512,1593)  (512,1614)  (512,1635)  (512,1656)  (490,1675)  (468,1675)  (446,1675)  (380,1675)  (513,1536)  (513,1557)  (514,1677)  (424,1695)  (402,1695)  (492,1696)  (470,1696)  (448,1696)  (380,1696)  (518,1698)  | overflowToLeft=false
SZ 41  (374,1751)  (352,1771)  (352,1750)  (395,1772)  (374,1730)  (396,1730)  (396,1751)  (350,1729)  (373,1792)  (351,1792)  (330,1771)  (330,1750)  (417,1772)  (417,1793)  (395,1793)  (329,1793)  (418,1721)  (418,1742)  (328,1729)  (439,1763)  (439,1784)  (307,1801)  (307,1780)  (440,1721)  (440,1742)  | overflowToLeft=false
SZ 40  (277,1491)  (255,1511)  (255,1490)  (298,1512)  (277,1470)  (299,1470)  (299,1491)  (253,1469)  (276,1532)  (254,1532)  (233,1511)  (233,1490)  (320,1512)  (320,1532)  (298,1532)  (232,1532)  (275,1449)  (297,1449)  (319,1449)  (321,1470)  (321,1491)  (231,1469)  (233,1448)  (341,1442)  (276,1552)  (254,1552)  (339,1553)  (317,1553)  (232,1553)  (210,1553)  (255,1428)  (343,1463)  (343,1484)  (233,1415)  (207,1409)  (363,1422)  (295,1573)  (273,1573)  (339,1574)  (317,1574)  (251,1574)  (229,1574)  (207,1574)  (365,1443)  (365,1464)  (365,1484)  (385,1419)  (295,1594)  (339,1595)  (317,1595)  (225,1595)  (203,1595)  (387,1440)  (387,1461)  (387,1482)  (339,1616)  (317,1616)  (409,1434)  (409,1454)  (409,1475)  (339,1637)  (339,1658)  (339,1679)  (338,1699)  | overflowToLeft=false
Belarus  (2567,849)  (2545,869)  (2545,848)  (2588,869)  (2567,828)  (2589,841)  (2566,889)  (2544,889)  (2610,862)  (2610,883)  (2588,890)  (2522,890)  (2552,807)  (2566,910)  (2544,910)  (2632,849)  (2632,869)  (2522,911)  (2555,786)  (2654,845)  (2654,866)  (2555,765)  (2577,756)  (2673,749)  (2676,856)  (2547,744)  (2599,737)  (2569,735)  (2649,735)  (2621,733)  (2671,728)  (2693,728)  (2542,723)  (2591,716)  (2564,714)  (2643,714)  (2613,712)  (2665,707)  (2586,695)  (2635,693)  (2608,692)  (2630,673)  (2595,671)  | overflowToLeft=false
East Cuba  (497,1446)  (475,1442)  (518,1467)  (496,1467)  | overflowToLeft=false
Sicily  (2111,1531)  (2089,1526)  (2132,1552)  | overflowToLeft=false
Azerbaijan  (3146,1213)  (3124,1233)  (3124,1212)  (3155,1234)  (3168,1198)  (3177,1219)  (3182,1177)  (3190,1198)  | overflowToLeft=false
East Ukraine  (2764,972)  (2742,992)  (2742,971)  (2785,993)  (2764,951)  (2786,951)  (2786,972)  (2740,950)  (2763,1013)  (2741,1013)  (2720,992)  (2720,971)  (2807,993)  (2795,1014)  (2719,1014)  (2762,930)  (2808,931)  (2808,952)  (2718,944)  (2740,929)  (2712,923)  (2773,1034)  (2751,1034)  (2829,973)  (2829,994)  (2795,1035)  (2729,1035)  (2830,928)  (2830,949)  (2690,908)  (2712,902)  (2773,1054)  (2751,1054)  (2851,970)  (2729,1055)  (2852,924)  (2852,945)  (2689,888)  (2667,905)  (2737,1076)  | overflowToLeft=false
Normandy  (1750,838)  (1728,851)  (1728,830)  (1766,859)  (1772,838)  (1787,817)  (1809,816)  | overflowToLeft=false
Montreal  (491,663)  (469,683)  (469,663)  (512,684)  (491,643)  (513,648)  | overflowToLeft=false
Westphalia  (1991,781)  (1969,773)  (2005,801)  (1983,801)  (2013,771)  (1980,752)  (2027,791)  (1976,822)  | overflowToLeft=false
Wurttemberg  (1987,935)  (1965,955)  (1965,934)  (2008,956)  (1987,914)  (2009,914)  (2009,935)  (1986,976)  (1964,976)  (2030,956)  (2010,976)  (2031,916)  | overflowToLeft=false
Brittany  (1664,871)  (1642,881)  (1642,860)  (1685,892)  (1664,850)  (1686,859)  (1663,902)  (1630,839)  (1705,913)  (1683,923)  (1608,851)  (1707,934)  (1685,944)  | overflowToLeft=false
Nizhny Novgorod  (3094,512)  (3072,529)  (3072,508)  (3115,533)  (3094,491)  (3116,491)  (3116,512)  | overflowToLeft=false
Cyprus  (2715,1546)  | overflowToLeft=false
Algarve  (1297,1325)  (1275,1345)  (1312,1346)  (1319,1316)  | overflowToLeft=false
Marseille  (1866,1181)  (1872,1202)  (1857,1161)  (1888,1179)  | overflowToLeft=false
Kiev  (2655,959)  (2633,977)  (2633,956)  (2676,980)  (2655,938)  (2677,938)  (2677,959)  | overflowToLeft=false
Smolensk  (2724,630)  (2702,650)  (2702,629)  (2745,651)  (2724,609)  (2746,609)  (2746,630)  (2700,608)  (2723,671)  (2701,671)  (2680,650)  (2680,629)  (2767,651)  (2755,672)  (2768,601)  (2768,622)  (2678,608)  (2718,692)  (2658,644)  (2789,643)  (2656,623)  (2656,602)  | overflowToLeft=false
Iceland  (1305,270)  (1283,290)  (1283,269)  (1326,291)  (1327,255)  (1348,276)  | overflowToLeft=false
Armenia  (2954,1328)  (2932,1348)  (2932,1327)  (2975,1349)  (2954,1308)  (2976,1308)  (2976,1328)  (2930,1307)  (2953,1369)  (2931,1369)  (2910,1348)  (2910,1327)  (2997,1349)  (2997,1370)  (2975,1370)  (2909,1370)  (2952,1287)  (2974,1287)  (2996,1287)  (2998,1308)  (2998,1328)  (2908,1307)  (3018,1270)  (2953,1390)  (2931,1390)  (2888,1337)  (3019,1349)  (2992,1391)  (2909,1391)  (2978,1266)  (3020,1291)  (3020,1312)  (3041,1336)  | overflowToLeft=false
Rome  (2103,1357)  (2081,1377)  (2081,1357)  (2124,1378)  (2103,1337)  (2125,1337)  (2125,1357)  | overflowToLeft=false
SZ 8  (2798,58)  (2776,63)  (2776,42)  (2819,79)  (2798,38)  (2820,38)  (2820,58)  (2797,84)  (2758,21)  (2841,79)  (2780,17)  (2802,17)  (2824,17)  (2842,38)  (2842,58)  (2846,13)  (2806,105)  (2784,105)  (2736,28)  (2736,7)  (2863,79)  (2864,35)  (2751,136)  (2714,19)  (2714,139)  (2885,81)  (2887,1)  (2754,156)  (2692,145)  (2692,8)  (2732,160)  (2710,165)  (2670,133)  (2704,186)  (2940,48)  (2946,1)  (2962,39)  (2968,1)  (2984,22)  (2984,43)  (2990,1)  (3006,22)  (3006,43)  (3012,1)  (3034,1)  | overflowToLeft=false
SZ 7  (2173,43)  (2151,63)  (2151,42)  (2194,64)  (2173,22)  (2195,22)  (2195,43)  (2149,21)  (2172,84)  (2150,84)  (2129,63)  (2129,42)  (2216,64)  (2216,85)  (2194,85)  (2128,85)  (2171,1)  (2193,1)  (2215,1)  (2217,22)  (2217,43)  (2127,21)  (2237,1)  (2172,105)  (2150,105)  (2107,64)  (2107,43)  (2238,64)  (2238,85)  (2238,106)  (2216,106)  (2194,106)  (2128,106)  (2239,22)  (2239,43)  (2259,1)  (2172,126)  (2150,126)  (2260,64)  (2260,85)  (2260,106)  (2260,126)  (2238,126)  (2216,126)  (2194,126)  (2128,126)  (2261,22)  (2261,43)  (2281,1)  (2282,64)  (2282,85)  (2282,106)  (2283,22)  (2283,43)  (2303,1)  (2304,64)  (2305,22)  (2305,43)  (2325,1)  (2327,22)  (2327,43)  (2347,1)  (2349,22)  | overflowToLeft=false
Algeria  (1729,1685)  (1707,1705)  (1707,1684)  (1750,1706)  (1729,1664)  (1751,1664)  (1751,1685)  (1705,1663)  (1728,1726)  (1706,1726)  (1685,1705)  (1685,1684)  (1772,1706)  (1772,1727)  (1750,1727)  (1684,1727)  (1727,1643)  (1749,1643)  (1771,1643)  (1773,1664)  (1773,1685)  (1683,1663)  (1683,1642)  (1705,1642)  (1793,1624)  (1728,1747)  (1706,1747)  (1663,1706)  (1663,1685)  (1794,1706)  (1794,1727)  (1794,1747)  (1772,1747)  (1750,1747)  (1684,1747)  (1662,1747)  (1662,1727)  (1727,1622)  (1749,1622)  (1771,1622)  (1795,1645)  (1795,1666)  (1661,1664)  (1661,1643)  (1661,1622)  (1683,1621)  (1705,1621)  (1793,1603)  (1815,1603)  (1815,1624)  (1728,1767)  (1706,1767)  (1641,1706)  (1641,1685)  (1816,1687)  (1816,1708)  (1816,1728)  (1816,1749)  (1794,1768)  (1772,1768)  (1750,1768)  (1684,1768)  (1662,1768)  (1640,1768)  (1640,1747)  (1640,1727)  (1656,1601)  (1817,1645)  (1817,1666)  (1639,1664)  (1639,1643)  (1678,1601)  (1700,1601)  (1817,1770)  (1805,1582)  (1827,1582)  (1837,1603)  (1837,1624)  (1728,1788)  (1706,1788)  (1619,1706)  (1619,1685)  (1838,1687)  (1838,1708)  (1838,1728)  (1838,1749)  (1795,1789)  (1773,1789)  (1751,1789)  (1684,1789)  (1662,1789)  (1640,1789)  (1618,1789)  (1618,1768)  (1618,1747)  (1618,1727)  (1839,1645)  (1839,1666)  (1617,1664)  (1657,1580)  (1679,1580)  (1839,1770)  (1839,1791)  (1817,1791)  (1849,1571)  (1809,1562)  (1859,1591)  (1859,1612)  (1597,1706)  (1597,1685)  (1860,1687)  (1860,1708)  (1860,1728)  (1860,1749)  (1596,1786)  (1596,1766)  (1596,1745)  (1861,1633)  (1861,1654)  (1653,1559)  (1675,1559)  (1861,1770)  (1861,1791)  (1831,1550)  (1853,1550)  (1871,1571)  (1875,1546)  (1809,1541)  (1881,1591)  (1881,1612)  (1575,1724)  (1575,1703)  (1882,1675)  (1882,1696)  (1882,1717)  (1882,1738)  (1574,1771)  (1574,1750)  (1883,1633)  (1883,1654)  (1883,1758)  (1883,1779)  (1883,1800)  (1831,1529)  (1853,1529)  (1893,1567)  (1875,1525)  (1897,1525)  (1897,1546)  (1802,1520)  (1903,1588)  (1903,1609)  (1553,1729)  (1553,1708)  (1904,1675)  (1904,1696)  (1904,1717)  (1904,1738)  (1552,1757)  (1905,1630)  (1905,1650)  (1905,1758)  (1905,1779)  (1905,1800)  (1531,1737)  (1531,1716)  (1531,1695)  (1926,1671)  (1926,1692)  (1926,1713)  (1926,1734)  (1927,1643)  (1927,1755)  (1927,1776)  (1927,1796)  (1509,1730)  (1509,1709)  (1948,1668)  (1948,1689)  (1948,1709)  (1948,1730)  (1949,1751)  (1949,1772)  (1949,1793)  (1487,1716)  (1487,1695)  (1970,1702)  (1970,1723)  (1971,1744)  (1971,1765)  (1971,1786)  (1465,1701)  (1992,1708)  (1993,1728)  (1993,1749)  (1993,1770)  (1993,1791)  (2015,1721)  (2015,1742)  (2037,1736)  | overflowToLeft=false
SZ 6  (1926,57)  (1904,77)  (1904,56)  (1947,78)  (1926,36)  (1948,36)  (1948,57)  (1902,35)  (1925,97)  (1903,97)  (1882,77)  (1882,56)  (1969,78)  (1969,98)  (1947,98)  (1881,98)  (1924,15)  (1946,15)  (1968,15)  (1970,36)  (1970,57)  (1880,35)  (1880,14)  (1902,14)  (1990,1)  (1925,118)  (1903,118)  (1860,78)  (1860,57)  (1991,78)  (1991,98)  (1991,119)  (1969,119)  (1947,119)  (1881,119)  (1859,119)  (1859,98)  (1992,22)  (1992,43)  (2012,1)  (1925,139)  (1903,139)  (2013,64)  (2013,85)  (2013,106)  (2013,126)  (2014,22)  (2014,43)  (2034,1)  (2035,64)  (2035,85)  (2035,106)  (2035,126)  (2036,22)  (2036,43)  (2056,1)  (2057,64)  (2057,85)  (2057,106)  (2057,126)  (2058,22)  (2058,43)  (2078,1)  (2079,64)  (2079,85)  (2079,106)  (2079,126)  (2080,22)  (2080,43)  | overflowToLeft=false
SZ 5  (1633,51)  (1611,71)  (1611,50)  (1654,72)  (1633,30)  (1655,30)  (1655,51)  (1609,29)  (1632,92)  (1610,92)  (1589,71)  (1589,50)  (1676,72)  (1676,93)  (1654,93)  (1588,93)  (1631,9)  (1653,9)  (1675,9)  (1677,30)  (1677,51)  (1587,29)  (1587,9)  (1609,9)  (1697,1)  (1632,113)  (1610,113)  (1698,72)  (1698,93)  (1698,114)  (1676,114)  (1654,114)  (1588,114)  (1699,22)  (1699,43)  (1719,1)  (1632,134)  (1610,134)  (1720,64)  (1720,85)  (1720,106)  (1720,126)  (1698,135)  (1676,135)  (1654,135)  (1588,135)  (1721,22)  (1721,43)  (1741,1)  (1742,64)  (1742,85)  (1742,106)  (1742,126)  (1743,22)  (1743,43)  (1763,1)  (1764,64)  (1764,85)  (1764,106)  (1764,126)  (1765,22)  (1765,43)  (1785,1)  (1786,64)  (1786,85)  (1786,106)  (1786,126)  (1787,22)  (1787,43)  (1807,1)  (1808,64)  (1808,85)  (1808,106)  (1808,126)  (1809,22)  (1809,43)  (1829,1)  (1830,64)  (1830,85)  (1830,106)  (1830,126)  (1831,22)  (1831,43)  | overflowToLeft=false
SZ 4  (1308,95)  (1286,115)  (1286,94)  (1329,116)  (1308,74)  (1330,74)  (1330,95)  (1284,73)  (1307,136)  (1285,136)  (1264,115)  (1264,94)  (1351,116)  (1351,136)  (1329,136)  (1263,136)  (1306,53)  (1328,53)  (1350,53)  (1352,74)  (1352,95)  (1262,73)  (1262,52)  (1284,52)  (1372,34)  (1307,156)  (1285,156)  (1242,116)  (1242,95)  (1373,116)  (1373,136)  (1373,157)  (1351,157)  (1329,157)  (1263,157)  (1241,157)  (1241,136)  (1306,32)  (1328,32)  (1350,32)  (1374,55)  (1374,76)  (1240,74)  (1240,53)  (1240,32)  (1262,31)  (1284,31)  (1372,13)  (1394,13)  (1394,34)  (1307,177)  (1285,177)  (1220,116)  (1220,95)  (1395,97)  (1395,117)  (1395,138)  (1395,159)  (1373,178)  (1351,178)  (1329,178)  (1263,178)  (1241,178)  (1219,178)  (1219,157)  (1219,136)  (1219,11)  (1306,11)  (1328,11)  (1350,11)  (1396,55)  (1396,76)  (1218,74)  (1218,53)  (1218,32)  (1241,10)  (1263,10)  (1397,180)  (1416,1)  (1416,22)  (1307,198)  (1285,198)  (1198,116)  (1198,95)  (1417,97)  (1417,117)  (1417,138)  (1417,159)  (1375,199)  (1353,199)  (1331,199)  (1263,199)  (1241,199)  (1219,199)  (1197,199)  (1197,178)  (1197,157)  (1197,136)  (1197,11)  (1418,43)  (1418,64)  (1196,74)  (1196,53)  (1196,32)  (1419,180)  (1419,201)  (1397,201)  (1438,1)  (1438,22)  (1309,219)  (1287,219)  (1176,116)  (1176,95)  (1439,85)  (1439,106)  (1439,126)  (1439,147)  (1375,220)  (1237,220)  (1215,220)  (1193,220)  (1175,199)  (1175,178)  (1175,157)  (1175,136)  (1175,11)  (1440,43)  (1440,64)  (1174,74)  (1174,53)  (1174,32)  (1441,168)  (1441,189)  (1441,210)  (1419,222)  (1397,222)  (1171,224)  (1450,231)  (1460,1)  (1460,22)  (1461,85)  (1461,106)  (1461,126)  (1461,147)  (1375,241)  (1228,241)  (1206,241)  (1462,43)  (1462,64)  (1463,168)  (1463,189)  (1463,210)  (1428,243)  (1406,243)  (1184,244)  (1162,244)  (1482,1)  (1482,22)  (1483,85)  (1483,106)  (1483,126)  (1483,147)  (1384,262)  (1228,262)  (1206,262)  (1484,43)  (1484,64)  (1485,168)  (1485,189)  (1504,1)  (1504,22)  (1505,85)  (1505,106)  (1505,126)  (1505,147)  (1506,43)  (1506,64)  (1507,168)  (1526,1)  (1526,22)  (1527,85)  (1527,106)  (1527,126)  (1527,147)  (1528,43)  (1528,64)  (1548,1)  (1548,22)  (1549,85)  (1549,106)  (1549,126)  (1550,43)  (1550,64)  | overflowToLeft=false
Norte  (1355,1188)  (1333,1208)  (1371,1209)  (1347,1167)  (1369,1167)  (1377,1188)  (1391,1165)  (1349,1229)  | overflowToLeft=false
SZ 3  (1076,198)  (1054,218)  (1054,197)  (1097,219)  (1076,177)  (1098,177)  (1098,198)  (1052,176)  (1075,239)  (1053,239)  (1032,218)  (1032,197)  (1119,219)  (1119,240)  (1097,240)  (1031,240)  (1074,156)  (1096,156)  (1118,156)  (1120,177)  (1120,198)  (1030,176)  (1030,156)  (1052,156)  (1075,260)  (1053,260)  (1010,219)  (1010,198)  (1138,261)  (1116,261)  (1031,261)  (1009,261)  (1009,240)  (1074,136)  (1096,136)  (1118,136)  (1008,177)  (1008,156)  (1008,136)  (1030,135)  (1052,135)  (1094,281)  (1072,281)  (988,199)  (1138,282)  (1116,282)  (1050,282)  (1028,282)  (1006,282)  (1074,115)  (1096,115)  (1118,115)  (986,178)  (986,157)  (986,136)  (1026,114)  (1048,114)  (984,284)  (1070,94)  (1092,94)  (1114,94)  (1136,94)  (1030,93)  (962,301)  (962,280)  (1052,73)  (1074,73)  (1096,73)  (1118,73)  (1026,72)  (940,301)  (940,280)  (936,259)  (1100,52)  (1122,52)  (918,301)  (918,280)  (914,259)  (1113,31)  (1135,31)  (896,301)  (896,280)  (892,259)  (1113,10)  (1135,10)  (874,301)  (874,280)  (1086,8)  (871,238)  (1033,4)  (870,259)  (1055,2)  | overflowToLeft=false
SZ 2  (673,174)  (651,194)  (651,173)  (694,195)  (673,153)  (695,153)  (695,174)  (649,152)  (672,214)  (650,214)  (629,194)  (629,173)  (716,195)  (716,215)  (694,215)  (628,215)  (671,132)  (693,132)  (715,132)  (717,153)  (717,174)  (627,152)  (627,131)  (649,131)  (672,235)  (650,235)  (607,195)  (607,174)  (738,195)  (738,215)  (738,236)  (716,236)  (694,236)  (628,236)  (606,236)  (606,215)  (671,111)  (693,111)  (739,134)  (739,155)  (605,153)  (605,132)  (611,110)  (633,110)  (672,256)  (650,256)  (760,175)  (760,196)  (760,217)  (760,238)  (738,257)  (716,257)  (694,257)  (586,257)  (584,236)  (584,215)  (655,90)  (677,90)  (583,149)  (611,89)  (633,89)  (762,259)  (579,78)  (564,276)  (672,277)  (650,277)  (782,180)  (782,201)  (782,222)  (740,278)  (718,278)  (696,278)  (586,278)  (562,255)  (562,234)  (655,69)  (677,69)  (601,68)  (623,68)  (784,243)  (784,263)  (762,280)  (557,64)  (788,284)  (579,58)  (699,51)  (674,298)  (804,195)  (804,216)  (740,299)  (718,299)  (696,299)  (540,272)  (540,251)  (540,230)  (645,48)  (667,48)  (601,48)  (623,48)  (806,237)  (806,258)  (766,301)  (535,57)  (557,43)  (810,279)  (810,300)  (579,37)  (526,36)  (826,210)  (518,226)  (645,28)  (601,27)  (623,27)  (828,231)  (828,252)  (548,22)  (832,273)  (832,293)  (570,16)  (504,42)  (504,21)  (526,15)  (496,223)  (592,6)  (614,6)  (548,1)  (482,2)  | overflowToLeft=false
SZ 1  (256,231)  (234,251)  (234,230)  (277,252)  (256,210)  (278,210)  (278,231)  (232,209)  (255,272)  (233,272)  (212,251)  (212,230)  (299,252)  (299,273)  (277,273)  (211,273)  (254,189)  (276,189)  (298,189)  (300,210)  (300,231)  (210,209)  (210,188)  (232,188)  (320,170)  (255,292)  (233,292)  (190,252)  (190,231)  (321,252)  (321,273)  (321,293)  (299,293)  (277,293)  (211,293)  (189,293)  (189,273)  (254,168)  (276,168)  (298,168)  (322,191)  (322,212)  (188,210)  (188,189)  (203,167)  (225,167)  (320,149)  (342,159)  (255,313)  (233,313)  (168,252)  (168,231)  (343,233)  (343,253)  (343,274)  (343,295)  (321,314)  (299,314)  (277,314)  (211,314)  (189,314)  (167,314)  (167,293)  (167,273)  (247,147)  (269,147)  (291,147)  (344,180)  (344,201)  (166,210)  (166,189)  (216,146)  (344,316)  (313,128)  (335,128)  (255,334)  (233,334)  (146,252)  (146,231)  (365,256)  (322,335)  (300,335)  (278,335)  (211,335)  (189,335)  (145,325)  (145,304)  (145,283)  (273,126)  (366,165)  (366,185)  (144,210)  (230,126)  (366,322)  (344,337)  (372,342)  (357,119)  (379,114)  (295,107)  (317,107)  (256,355)  (234,355)  (124,263)  (124,242)  (322,356)  (300,356)  (278,356)  (212,356)  (123,325)  (123,304)  (123,283)  (388,165)  (388,185)  (122,221)  (350,358)  (390,363)  (339,98)  (361,93)  (383,93)  (305,87)  (256,376)  (102,263)  (102,242)  (405,86)  (328,377)  (306,377)  (284,377)  (101,285)  (410,160)  (410,181)  (368,379)  (327,78)  (349,72)  (371,72)  (305,66)  (346,398)  (324,398)  (432,175)  (327,57)  (203,45)  (299,45)  (350,419)  (328,419)  (454,183)  (321,36)  (161,25)  (361,439)  (339,439)  (146,4)  (363,460)  (341,460)  (371,481)  | overflowToLeft=false
Oslo  (2157,354)  (2135,367)  (2135,346)  (2178,375)  (2157,333)  (2179,333)  (2179,354)  | overflowToLeft=false
Franche-Comte  (1876,992)  (1861,1013)  (1898,981)  | overflowToLeft=false
Holstein  (2076,634)  (2068,605)  | overflowToLeft=false
Baghdad  (2983,1507)  (3004,1528)  (2982,1528)  (2981,1486)  (3003,1486)  (3005,1507)  (3027,1502)  (3027,1523)  | overflowToLeft=false
NW Yugoslavia  (2170,1122)  (2148,1132)  (2148,1111)  (2191,1143)  (2170,1102)  (2192,1102)  (2192,1122)  (2169,1152)  (2135,1090)  (2126,1112)  (2213,1143)  (2213,1164)  (2191,1164)  (2214,1106)  (2234,1185)  (2212,1185)  (2190,1185)  (2256,1195)  (2234,1206)  (2212,1206)  (2190,1206)  (2268,1216)  (2246,1227)  (2224,1227)  (2202,1227)  (2271,1237)  (2249,1248)  (2246,1269)  | overflowToLeft=false
Extremadura  (1388,1302)  (1366,1322)  (1366,1301)  (1409,1323)  (1388,1281)  (1410,1281)  (1410,1302)  (1377,1343)  (1381,1260)  | overflowToLeft=false
Kazan  (3227,575)  (3205,595)  (3205,574)  (3248,595)  (3227,554)  (3249,554)  (3249,575)  (3203,553)  (3226,615)  (3204,615)  (3270,595)  (3270,616)  (3248,616)  (3225,533)  (3247,533)  (3269,533)  (3271,554)  (3271,575)  (3181,571)  (3181,550)  (3203,532)  (3179,529)  (3226,636)  (3204,636)  (3288,637)  (3266,637)  (3225,512)  (3247,512)  (3269,512)  (3159,553)  (3201,511)  (3157,532)  (3158,508)  (3244,657)  (3222,657)  (3288,658)  (3266,658)  (3223,491)  (3245,491)  (3267,491)  (3180,490)  (3157,488)  (3200,664)  (3178,674)  (3244,678)  (3222,678)  (3288,679)  (3266,679)  (3202,470)  (3224,470)  (3246,470)  (3268,470)  (3179,469)  (3155,467)  (3200,685)  (3156,694)  (3178,695)  (3244,699)  (3222,699)  (3288,700)  (3266,700)  (3201,449)  (3223,449)  (3245,449)  (3267,449)  (3177,449)  (3134,703)  (3200,706)  (3156,715)  (3178,716)  (3244,720)  (3222,720)  (3288,721)  (3266,721)  (3199,429)  (3221,429)  (3243,429)  (3265,429)  (3287,429)  (3177,428)  (3134,724)  (3200,727)  (3156,736)  (3178,737)  (3244,741)  (3222,741)  (3288,742)  (3266,742)  (3202,408)  (3224,408)  (3246,408)  (3268,408)  (3134,745)  (3200,748)  (3156,757)  (3178,758)  (3244,761)  (3222,761)  (3288,762)  (3266,762)  (3262,387)  (3284,387)  (3123,766)  (3244,782)  (3222,782)  (3288,783)  (3266,783)  (3288,804)  (3266,804)  | overflowToLeft=false
